center_id,descripcio_servei,nom,adreça,titularitat,temps_mitja_espera,places_publiques,places_privades,places_totals
9763,Residència assistida per a gent gran - temporal o permanent,Residència 3a edat Santa Isabel,"Av. Nostra Senyora de Bellvitge, 20-28, altell EFGHI","Residencia y Atención Social, SL",1 anyinfo,22,2,24
9764,Residència assistida per a gent gran - temporal o permanent,Residència Pare Josep M. Vilaseca (servei de residència assistida),"Av. Gaudí, 26",Consorci Sociosanitari d'Igualada,1 any i 10 mesosinfo,97,62,159
9766,Residència assistida per a gent gran - temporal o permanent,Residencia Igualada,"C. Sant Francesc d'Assís, 19","Residencia Igualada, SL",9 mesosinfo,35,27,62
9767,Residència assistida per a gent gran - temporal o permanent,Residència assistida Fundació Sanitària Sant Josep,"C. Passeig Verdaguer, 31",Fundació Sanitària Sant Josep,,,12,
9768,Residència assistida per a gent gran - temporal o permanent,Jardí Residencial Torre Magret,"C. Bonavista, 10-14","Jardí Residencial Torre Magret, SL",,,44,
9769,Residència assistida per a gent gran - temporal o permanent,Residència Llinars del Vallès (servei de residència assistida),"C. Salvador Espriu, 11-15","Residència Llinars del Vallès, SL",3 anys i 4 mesosinfo,43,61,104
9771,Residència assistida per a gent gran - temporal o permanent,Residència assistida Bonavista,"C. Sant Valerià, 84",Bonavista Gent Gran SL,,,35,
9772,Residència assistida per a gent gran - temporal o permanent,Residència Nazaret (servei de residència assistida),"Av. Costa Brava, 92",Instituto de Religiosas de San José de Gerona,2 anys i 1 mesinfo,55,62,117
9773,Residència assistida per a gent gran - temporal o permanent,Residència geriàtrica Toy,"C. Mallorca, 63","Alydal, S.L.",4 mesosinfo,78,11,89
9774,Residència assistida per a gent gran - temporal o permanent,Residencia Geriátrica Malgrat,"C. MAR, 89","Residencia Geriátrica Malgrat, S.L.",2 anys i 9 mesosinfo,41,68,109
9775,Residència assistida per a gent gran - temporal o permanent,Residència Aura (servei de residència assistida),"Ctr. d'Olot, 7",Consorci Hospitalari de Vic,3 anys i 11 mesosinfo,60,76,136
9776,Residència assistida per a gent gran - temporal o permanent,Residència Mont-Blanc (servei de residència assistida),"C. Jacint Verdaguer, 2-4","Sant Andreu Salut, Fundació Privada",1 any i 8 mesosinfo,45,35,80
9777,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Font dels Capellans,"C. Font dels Capellans, 85",Generalitat de Catalunya,11 mesosinfo,58,,
9778,Residència assistida per a gent gran - temporal o permanent,Residència d'Avis Sagrada Família (servei de residència assistida),"C. Vallès, 8, bxs","Residència d'Avis del Barri de la Sagrada Família de Manresa, Fundació Privada",9 mesosinfo,21,1,22
9779,Residència assistida per a gent gran - temporal o permanent,Residència Sant Andreu (servei de residència assistida),"C. Remei de Dalt, 8-20","Sant Andreu Salut, Fundació Privada",1 any i 9 mesosinfo,69,42,111
9780,Residència assistida per a gent gran - temporal o permanent,Residència d'Avis Sagrada Família II,"C. Vallès, 15-17 (torre)","Residència d'Avis del Barri de la Sagrada Família de Manresa, Fundació Privada",1 any i 2 mesosinfo,12,7,19
9781,Residència assistida per a gent gran - temporal o permanent,Centre Residencial Mutuam-Manresa,"C. Era de l'Huguet, 6-8","Mutuam, Mútua de Previsió Social",Sense llista d'accésinfo,3,28,31
9783,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Valldaura,"C. del Cos, 10","Residència Geriàtrica Valldaura, SL",1 anyinfo,24,22,46
9785,Residència assistida per a gent gran - temporal o permanent,Residència Vistalegre,"C. Vistalegre, 37","Gran Via BCN, SL",,,25,
9787,Residència assistida per a gent gran - temporal o permanent,Residència Anoia,"Av. Pau Claris, 11 bis","Assistència Geriàtrica Anoia, SL",1 any i 11 mesosinfo,19,35,54
9788,Residència assistida per a gent gran - temporal o permanent,Residència Sant Joan de Déu de Martorell,"Av. Camí Fondo, 22",Fundació Residència Sant Joan de Déu de Martorell,2 anys i 6 mesosinfo,72,64,136
9789,Residència assistida per a gent gran - temporal o permanent,Les Moreres - Residència per a gent gran,"C. Anselm Clavé, 113","Residència les Moreres, SL",,,38,
9790,Residència assistida per a gent gran - temporal o permanent,Residencia Mare Nostrum,"C. Figueres, 23","Residencias Geriátricas del Mare Nostrum, SA",2 anys i 10 mesosinfo,5,19,24
9791,Residència assistida per a gent gran - temporal o permanent,Llar-Residència Geriàtrica Montseny,"C. Navarra, 181","Fundació Privada ""Sant Francesc d'Assís""",2 anys i 4 mesosinfo,27,43,70
9792,Residència assistida per a gent gran - temporal o permanent,Residència Sant Jordi,"C. Frederic Bosch, 22","Sant Miquel 65, SL",7 mesosinfo,29,9,38
9793,Residència assistida per a gent gran - temporal o permanent,Residència Bell-Resguard,"C. Camilo Fabra, 21","Residència Geriàtrica Bell-Resguard, S.L.",4 mesosinfo,65,6,71
9794,Residència assistida per a gent gran - temporal o permanent,Residència Casa Benèfica del Masnou (servei de residència assistida),"C. Rector Pineda, 12",Fundació Casa Benèfica del Masnou,1 any i 8 mesosinfo,30,30,60
9795,Residència assistida per a gent gran - temporal o permanent,Residencia asistida Magnolia,"C. Ciutat Vila Jardí, 34","Budaudi-Geriátrico, SL",9 mesosinfo,3,17,20
9796,Residència assistida per a gent gran - temporal o permanent,Residència Sagrada Família (servei de residència assistida),"C. Àngel Guimerà, 57",Comunitat de Religioses de la Sagrada Família d'Urgell,2 anys i 8 mesosinfo,26,27,53
9797,Residència assistida per a gent gran - temporal o permanent,Els Roures Centre Residencial,"Psg. de Matadepera, 57","Residencial G.R.M., S.L.",7 mesosinfo,32,15,47
9798,Residència assistida per a gent gran - temporal o permanent,Residència Torre Llauder de Càritas,"C. Sant Valentí, 19, 1er",Associació Residència Torre Llauder,,,16,
9799,Residència assistida per a gent gran - temporal o permanent,Residència Sant Marc,"C. Camí Ral, 357","Residència Llar Sant Marc, SL",1 any i 3 mesosinfo,16,19,35
9801,Residència assistida per a gent gran - temporal o permanent,Residència Laia,"C. Miquel Biada, 45","Vima Residencial, SL",2 anys i 3 mesosinfo,42,66,108
9802,Residència assistida per a gent gran - temporal o permanent,Residència Voramar,"C. Tordera, 8","Residència d'avis Voramar, SL",,,83,
9803,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Mataró,"Av. Gatassa, 43",Generalitat de Catalunya,2 anys i 4 mesosinfo,184,,
9804,Residència assistida per a gent gran - temporal o permanent,Centre Geriàtric Cerdanyola,"Av. Puig i Cadafalch, 208-210","Centre Geriàtric Cerdanyola, SL",1 any i 1 mesinfo,30,20,50
9805,Residència assistida per a gent gran - temporal o permanent,Centre geriàtric Can Boada,"C. Pirineus, 9-13","Vima Residencial, SL",1 any i 11 mesosinfo,26,49,75
9806,Residència assistida per a gent gran - temporal o permanent,Residència El Mirador,"C. Capcir, 90 (urb. Can Quirze)","Vima Residencial, SL",3 anys i 3 mesosinfo,61,65,126
9807,Residència assistida per a gent gran - temporal o permanent,Residència assistida Mediterrània,C. Francolí (Urbanització Les Sureres),"Illa del Maresme, SL",1 any i 7 mesosinfo,17,18,35
9808,Residència assistida per a gent gran - temporal o permanent,Residència assistida Novallar de Mediona,"C. del Futbol, s/n (Urbanització Font del Bosc)","Novallar de Mediona, SL",1 any i 6 mesosinfo,51,90,141
9809,Residència assistida per a gent gran - temporal o permanent,Llar Municipal d'Avis Dr. Josep Mestre,"C. Pintor Carbonell, 8",Ajuntament de Molins de Rei,2 anys i 3 mesosinfo,30,,
9810,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Santa Rosa,"C. Álvarez de Castro, s/n",Generalitat de Catalunya,1 any i 5 mesosinfo,80,,
9811,Residència assistida per a gent gran - temporal o permanent,Residència la Immaculada,"C. Sant Jordi, 2",Fundació Casa Asil Parroquial de la Immaculada,5 anys i 3 mesosinfo,11,27,38
9812,Residència assistida per a gent gran - temporal o permanent,Residència les Masies de Mollet,"c. Can Flequer, 48","Residència les Masies de Mollet, SL",5 mesosinfo,39,109,148
9813,Residència assistida per a gent gran - temporal o permanent,Residencia Santa María,"C. Vallès, 51-53","Calaf Rajo y Asociados, SL",11 mesosinfo,37,,
9814,Residència assistida per a gent gran - temporal o permanent,Centre Gerotològic Vila-nova,"C. Vilanova, 3-5","Residència La Llar de Vilanova, SL",,,25,
9815,Residència assistida per a gent gran - temporal o permanent,Residència per a la gent gran els Tells,"C. Santiago Rusiñol, 8",Ajuntament de Montesquiu,5 mesosinfo,20,6,26
9816,Residència assistida per a gent gran - temporal o permanent,Hotel Congost (servei de residència assistida),"Ctr. de Ribes, 45","RLE, SA",5 mesosinfo,48,20,68
9817,Residència assistida per a gent gran - temporal o permanent,Residencia Angelus,"C. Escales de l'Àngelus, s/n","Masol Residencial, SL",2 mesosinfo,33,2,35
9818,Residència assistida per a gent gran - temporal o permanent,Residència Montmeló,"C. Poeta Joan Maragall, 29",Ajuntament de Montmeló,2 anys i 11 mesosinfo,13,23,36
9820,Residència assistida per a gent gran - temporal o permanent,Residències de Catalunya,"Ctr. de Moià a Manresa, Km 26,5","Residència Torre d'Esplugues, S.L.",,,40,
9822,Residència assistida per a gent gran - temporal o permanent,Hospital Residència de la Vila de Moià (servei de residència assistida),"Pça. de l'Hospital, 2",Hospital Residència de la Vila de Moià,2 anys i 8 mesosinfo,21,35,56
9823,Residència assistida per a gent gran - temporal o permanent,Residència Navarcles,"C. Creueta, 51","Sant Andreu Salut, Fundació Privada",10 mesosinfo,62,40,102
9824,Residència assistida per a gent gran - temporal o permanent,Residència d'Avis Navàs (servei de residència assistida),"C. Castelladral, s/n",Ajuntament de Navàs,11 mesosinfo,43,22,65
9825,Residència assistida per a gent gran - temporal o permanent,Residència Sant Sebastià,"C. Frederica Montseny, 14-16","Residència Sant Sebastià, S.L.",3 mesosinfo,40,2,42
9827,Residència assistida per a gent gran - temporal o permanent,Residència Fundació Privada Santa Oliva (servei de residència assistida),"C. Argelines, 137",Fundació Privada Santa Oliva,8 mesosinfo,91,15,106
9830,Residència assistida per a gent gran - temporal o permanent,Geriàtric Palafolls,"Ctr. Vella de Malgrat a Blanes, Km 2,5","Geriàtric Palafolls, S.L.",8 mesosinfo,50,7,57
9831,Residència assistida per a gent gran - temporal o permanent,Residència geriàtrica assistida Residencial Palau,"Av. Catalunya, 264-266","Glolvi, SL",5 mesosinfo,142,38,180
9833,Residència assistida per a gent gran - temporal o permanent,Residencia Geriátrica Roma,"Av. Generalitat, 70","Residencia Geriátrica Roma, S.L.",1 any i 10 mesosinfo,25,15,40
9835,Residència assistida per a gent gran - temporal o permanent,Residencia geriátrica Yayo Toni,"C. Vidal i Barraquer, 21 (Urb. Fontpineda)","Grupo Ainiri, SL",3 mesosinfo,24,1,25
9836,Residència assistida per a gent gran - temporal o permanent,Residència Fontpineda 2000,"Av. Gran Via Fontpineda, 7-9","Residència Fontpineda 2000, SL",1 anyinfo,18,23,41
9838,Residència assistida per a gent gran - temporal o permanent,"Residència per a gent gran ""Pedra Serrada""","Av. Pedra del Diable, 20",Fundació Sanitària de Mollet,2 anys i 6 mesosinfo,48,12,60
9841,Residència assistida per a gent gran - temporal o permanent,Residència Meritxell,"C. Doctor Carles, 38","Minihotel de la Tercera Edad, S.L.",4 mesosinfo,27,2,29
9842,Residència assistida per a gent gran - temporal o permanent,S.R. Lux Unitat Residencial,"C. Joan XXIII, 19","Assistència i Confort, SL",,,34,
9843,Residència assistida per a gent gran - temporal o permanent,Residencial Sant Crist 3a Edat,"C. Folch i Torres, 50","Residencial Sant Crist 3a Edat, SL",4 mesosinfo,25,9,34
9844,Residència assistida per a gent gran - temporal o permanent,Residència La Torreta de Piera,"Av. Barcelona, 26","Residència La Torreta de Piera, SL",2 anys i 6 mesosinfo,9,41,50
9845,Residència assistida per a gent gran - temporal o permanent,Residència Pineda,"C. Jacinto Benavente, 16","Hotel Residencia Tercera Edad Pineda, SL",3 mesosinfo,50,6,56
9846,Residència assistida per a gent gran - temporal o permanent,Residencia geriátrica Paradís del Mar,"C. del Mar, 46","Villarta Maresme, SL",2 anys i 9 mesosinfo,7,30,37
9847,Residència assistida per a gent gran - temporal o permanent,Residència Mini Park,"C. Consulat de mar, 7","Grup Avebar Geriàtrics, SL",1 anyinfo,24,36,60
9848,Residència assistida per a gent gran - temporal o permanent,Residència tercera edat Els Arcs,"C. Josep M. Bertomeu, 83, cantonada Jaume Balmes","Residència tercera edat Els Arcs, SLU",Més de 3 anysinfo,20,62,82
9849,Residència assistida per a gent gran - temporal o permanent,Residència d'avis de la Pobla de Lillet (servei de residència assistida),"Pge. Pare Ramon, 2",Fundació Residència d'Avis de la Pobla de Lillet,2 mesosinfo,60,22,82
9850,Residència assistida per a gent gran - temporal o permanent,Residència Gravi,"Urb. Serra Maurina, 18","Geriátrico Alai, S.L.",3 mesosinfo,31,2,33
9851,Residència assistida per a gent gran - temporal o permanent,La Llar del Prat,"C. Frederic Soler, 1","Avis Domi, SL",1 anyinfo,11,13,24
9852,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Onze de Setembre,"Av. Onze de Setembre, s/n",Generalitat de Catalunya,1 any i 5 mesosinfo,90,,
9854,Residència assistida per a gent gran - temporal o permanent,Residència Bon Estar,"C. Camí Ral, 158","REHIGI, SL",4 mesosinfo,27,3,30
9855,Residència assistida per a gent gran - temporal o permanent,Geriàtric Confort,"C. Sant Miquel, 42","Geriàtric Confort, S.L.",7 mesosinfo,37,11,48
9856,Residència assistida per a gent gran - temporal o permanent,Casal Benèfic Premianenc (servei de residència assistida),"C. Sant Miquel, 90",Fundació Privada Casal Benèfic Premianenc,1 any i 5 mesosinfo,46,26,72
9857,Residència assistida per a gent gran - temporal o permanent,Residència Anna,"C. Núria, 50","Residència Geriàtrica Anna, SL",2 anysinfo,12,21,33
9858,Residència assistida per a gent gran - temporal o permanent,Residència Assistida Vila Clavellina,"C. Rafael Casanovas, 3","Residència Tercera Edat L'Onada, SL",2 anys i 1 mesinfo,71,201,272
9859,Residència assistida per a gent gran - temporal o permanent,Residència Assistida DomusVi Mont Martí,"Ctr. Casserres, 1","SAR Residencial y Asistencial,SAU",2 mesosinfo,90,,
9860,Residència assistida per a gent gran - temporal o permanent,Casal d'Assistència Benèfica - Residència Sant Josep (servei de residència assistida),"C. Llobregat, 75",Casal d'Assistència Benèfica de Puig-reig,5 mesosinfo,84,6,90
9861,Residència assistida per a gent gran - temporal o permanent,Hogar Mevi,"C. Calvari, 120","Residència d'Avis Ripollet, SL",11 mesosinfo,20,3,23
9862,Residència assistida per a gent gran - temporal o permanent,Llar d'Avis Verge de la Salut La Roca,"C. Puigmal, 22","DP Consultores de Dependencia, SLU",,,18,
9863,Residència assistida per a gent gran - temporal o permanent,Residència Fundació Privada Can Planoles,"C. Residència, 9",Fundació Privada Can Planoles,1 any i 1 mesinfo,45,27,72
9864,Residència assistida per a gent gran - temporal o permanent,Residència d'avis Sant Jaume,"C. Sant Jaume, 2","Rubimaes I, S.L.",2 anys i 3 mesosinfo,9,19,28
9865,Residència assistida per a gent gran - temporal o permanent,Residència de la 3a edat els Avets,"C. Rossinyol, 27, tor","Serveis residencials per la tercera edat els Avets, SL",2 anys i 4 mesosinfo,6,32,38
9866,Residència assistida per a gent gran - temporal o permanent,Residència el Cel de Rubí,"Av. Estatut, 119","El Cel de Rubí, SL",2 anys i 2 mesosinfo,17,35,52
9867,Residència assistida per a gent gran - temporal o permanent,Centro de Servicios Asistenciales Amanecer,"C. Sant Jaume, 28A","Estudios y Recursos Globales, SL",1 any i 3 mesosinfo,47,13,60
9868,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Rubí,"C. Lepant, 31-33",Generalitat de Catalunya,1 any i 3 mesosinfo,90,,
9869,Residència assistida per a gent gran - temporal o permanent,Residència Conxita Valls,C. Camí d'Ullastrell/Camí de Sant Muç,"Asistencial Rubí, SLL",2 anys i 2 mesosinfo,32,20,52
9870,Residència assistida per a gent gran - temporal o permanent,Residència Santa Rita - Sabadell,"C. Les Planes, 25","Assistential Cresgra Services, SL",1 any i 3 mesosinfo,54,14,68
9871,Residència assistida per a gent gran - temporal o permanent,Residència Vallès,"C. Sol, 76","Seascer, SL",9 mesosinfo,18,13,31
9872,Residència assistida per a gent gran - temporal o permanent,Residència Tercera Edat Maria de Luján,"C. Mossèn Gaietà, 24","María de Luján, SL",info,2,26,28
9873,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Santa Rosalia,"C. Escola Pia, 2","Residència Geriàtrica Santa Rosalia, S.L.",1 any i 2 mesosinfo,14,19,33
9874,Residència assistida per a gent gran - temporal o permanent,Residència Vivaldi,"C. Portugal, 74","Maria Duran, S.L.",1 any i 7 mesosinfo,14,13,27
9875,Residència assistida per a gent gran - temporal o permanent,Residència Dolça Llar,"C. Gràcia, 163",Albera Busines SL,,,21,
9876,Residència assistida per a gent gran - temporal o permanent,Residència La Font,"C. Llobet, 42-44","Residencia La Font, Sociedad Limitada",1 any i 1 mesinfo,35,5,40
9877,Residència assistida per a gent gran - temporal o permanent,Residència geriàtrica La Creueta,"C. Creueta, 90-92","Mutuam, Mútua de Previsió Social",1 any i 5 mesosinfo,55,13,68
9878,Residència assistida per a gent gran - temporal o permanent,Residència Sant Francesc,"C. Sant Francesc, 10","Residencias Asistenciales, S.L.",1 any i 5 mesosinfo,21,6,27
9879,Residència assistida per a gent gran - temporal o permanent,Residència la Font II,"C. Onze de Setembre, 120","Residencia La Font, Sociedad Limitada",2 anys i 7 mesosinfo,15,33,48
9881,Residència assistida per a gent gran - temporal o permanent,Residència Ciutat de Sabadell Serveis Sòcio-sanitaris,"C. Bilbao, 13","Vima Residencial, SL",1 any i 3 mesosinfo,64,22,86
9882,Residència assistida per a gent gran - temporal o permanent,Residencia Vivendi,"C. Riego, 52","Residencias Asistenciales, S.L.",1 anyinfo,20,5,25
9883,Residència assistida per a gent gran - temporal o permanent,Residència Assistida Roma,"C. Estació, 28","Centro de día y servicios geriátricos Roma, SL",,,19,
9885,Residència assistida per a gent gran - temporal o permanent,Residencial El Parc,"C. Buxeda, 48","Gran Via BCN, SL",,,24,
9887,Residència assistida per a gent gran - temporal o permanent,Centre Geriàtric del Vallès,"C. Salvany, 46-50","Centre Geriàtric del Vallès, SA",1 any i 2 mesosinfo,45,7,52
9888,Residència assistida per a gent gran - temporal o permanent,"Allegra, Complex residencial per a la gent gran (Residència assistida)","C. Sardà, 120","EXPLOGERON, SL",Més de 3 anysinfo,24,192,216
9889,Residència assistida per a gent gran - temporal o permanent,Residència Assistida DomusVi Sabadell Ciutat,"Ctr. de Mollet, 20","SAR Residencial y Asistencial,SAU",2 anys i 11 mesosinfo,32,88,120
9891,Residència assistida per a gent gran - temporal o permanent,Residència Jardins de Castellarnau,"Av. La Pau, 5","Jardins de Castellarnau, SL",2 anys i 5 mesosinfo,4,113,117
9893,Residència assistida per a gent gran - temporal o permanent,Residència assistida Sabadell Gent Gran,"Rda. Collsalarca, 217-219","Sabadell Gent Gran, centre de serveis, SA",2 anys i 4 mesosinfo,81,49,130
9894,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Baells,"C. Sant Miquel, 32","Residències geriàtriques Baells-Carrera, SL",10 mesosinfo,20,6,26
9896,Residència assistida per a gent gran - temporal o permanent,Residència Municipal Sant Bernat (servei de residència assistida),"C. Sant Bernat, 32",Ajuntament de Sallent,1 any i 11 mesosinfo,19,30,49
9897,Residència assistida per a gent gran - temporal o permanent,Residència Sant Francesc,"C. Camí de Juncadella, s/n","Sant Francesc d'Assís, S.L.",2 anys i 2 mesosinfo,27,63,90
9898,Residència assistida per a gent gran - temporal o permanent,Residència Municipal de Santpedor - Can Jorba,"C. Salvador Espriu, 10",Ajuntament de Santpedor,11 mesosinfo,30,60,90
9900,Residència assistida per a gent gran - temporal o permanent,Residència Mossèn Anton,"Pça. Mossèn Anton, 7 B","Residència Mossèn Anton, SLU",,,21,
9901,Residència assistida per a gent gran - temporal o permanent,Residencia Matacás,"Av. Eduard Maristany, 65-69","Protocolo Residencial, SL",info,60,117,177
9902,Residència assistida per a gent gran - temporal o permanent,Residència Doctor Gerard Manresa,"C. Mossèn Narcís Prat, s/n",Fundación Organismo Benéfico Asistencial O.B.A.,6 mesosinfo,69,26,95
9903,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Nostra Senyora,"Pça. Font de la Roda, 33","Residència Geriàtrica Nostra Senyora, S.L.",6 mesosinfo,19,6,25
9904,Residència assistida per a gent gran - temporal o permanent,Vitalia Sant Andreu centre per a gent gran (residència assistida),"C. Serra del Cadí, cantonada Pedraforca, s/n","Vitalia Suite, SL",6 mesosinfo,202,10,212
9905,Residència assistida per a gent gran - temporal o permanent,Residència l'Estada,"C. Camí de la Masia, s/n","Residència Geriàtrica L'Estada, S.A.",6 mesosinfo,38,6,44
9907,Residència assistida per a gent gran - temporal o permanent,Residència Sauleda,"C. Francolí, 21","Soatge, SL",1 any i 4 mesosinfo,33,24,57
9908,Residència assistida per a gent gran - temporal o permanent,Llar d'avis Alfou,"C. Desmai, 1 Urbanització Sant Julià d'Alfou","Llar d'avis Alfou, SL",1 anyinfo,14,11,25
9910,Residència assistida per a gent gran - temporal o permanent,Llar Sant Josep (servei de residència assistida),"C. Riera Basté, 48",Fundació Privada Llar Sant Josep,2 anys i 3 mesosinfo,58,45,103
9911,Residència assistida per a gent gran - temporal o permanent,Llar d'avis Domi,"C. Joaquim Rubió i Ors, 61, bxs","Paliativum Medicum, SL",,,22,
9912,Residència assistida per a gent gran - temporal o permanent,Residencia Los Sauces (gent gran),"C. Joaquim Rubio i Ors, 90","Coorporación MED Inversiones Residenciales, SA",1 anyinfo,101,54,155
9913,Residència assistida per a gent gran - temporal o permanent,Centre assistencial geriàtric Benviure,"C. Benviure, 7-9","Gerontocat, SL",2 anys i 10 mesosinfo,81,95,176
9914,Residència assistida per a gent gran - temporal o permanent,Residencia Centro de dia Sant Boi,"Pça. Osona, 1 (cantonada Ctra. de Calafell, 42)",Marina Lozano Illescas,,,10,
9915,Residència assistida per a gent gran - temporal o permanent,Residència dels Munts,"Pça. Nova, 1","Residència dels Munts, S.L.",8 mesosinfo,56,24,80
9916,Residència assistida per a gent gran - temporal o permanent,Residència Amavir Sant Cugat,"C. Victor Hugo, 10","Planiger, SA",3 anys i 7 mesosinfo,64,116,180
9917,Residència assistida per a gent gran - temporal o permanent,Residencial Cugat Natura,"C. Chopin, 5","Residencial Cugat Natura, SL",2 anysinfo,49,123,172
9918,Residència assistida per a gent gran - temporal o permanent,Centro Terapéutico y Geriátrico,"C. Tórtora, 11","Centro Terapéutico y Geriátrico C.T.I.S.G., S.L.",5 mesosinfo,23,1,24
9919,Residència assistida per a gent gran - temporal o permanent,Residència Virgen de la puerta (servei de residència assistida),"C. Joan Borràs, 12 (Valldoreix)","Residencia Virgen de la Puerta, SL",,,25,
9920,Residència assistida per a gent gran - temporal o permanent,Residència Sant Salvador,"C. Sant Salvador, 47","Crisemi, SL",,,25,
9921,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Sant Cugat del Vallès,"C. Santa Rosa, s/n",Generalitat de Catalunya,1 any i 9 mesosinfo,68,,
9923,Residència assistida per a gent gran - temporal o permanent,Residència 3a Edat Vila Valldoreix (servei de residència assistida),"C. Joan Borràs, 64 (Valldoreix)","Vila Valldoreix, SL",6 mesosinfo,78,30,108
9924,Residència assistida per a gent gran - temporal o permanent,Llar d'avis Mira-sol,"C. Pompeu i Fabra, 193-195","Sogelta, SL",1 any i 3 mesosinfo,8,17,25
9926,Residència assistida per a gent gran - temporal o permanent,Colisée Jardins de Valldoreix,"Rbl. Mossèn Jacint Verdaguer, 199","La Saleta Care, SL",3 anys i 9 mesosinfo,35,103,138
9927,Residència assistida per a gent gran - temporal o permanent,Residència Go-ya (servei de residència assistida),"Pça. de l'Església, 7","Llar Alt Penedès, SL",,,21,
9928,Residència assistida per a gent gran - temporal o permanent,Residència assistida Can Serra,"C. Masia de Can Serra, s/n",Ajuntament Sant Esteve Sesrovires,9 mesosinfo,80,22,102
9929,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Emi-Rosa,"C. Joan XXIII, 18","Residencial Si-Dis-Pus, SL",10 mesosinfo,41,26,67
9930,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Gaudí,"C. Antoni Gaudí, 90","Busquets Bandrés, S.L.",3 mesosinfo,23,1,24
9931,Residència assistida per a gent gran - temporal o permanent,Llar d'Avis Cal Garret,"C. Sant Jaume, 84","Llar d'Avis Cal Garret, SL",,,39,
9932,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica la Llar,"C. Prat de la Riba, 19","Geriplus, SL",4 mesosinfo,23,2,25
9933,Residència assistida per a gent gran - temporal o permanent,Residència Sant Fost,"C. Ocells, 14 bis","Ribelfill, SL",3 mesosinfo,25,,
9934,Residència assistida per a gent gran - temporal o permanent,"El Racó, Residència per a gent gran","C. Montseny, 6","Bel Edad de Sant Fost, Societat Limitada",10 mesosinfo,76,26,102
9935,Residència assistida per a gent gran - temporal o permanent,Residència Geriàtrica Benestar,"C. Mossen Francesc, 2","Residència lo Millor, SL",4 mesosinfo,25,,
9936,Residència assistida per a gent gran - temporal o permanent,Residència per a gent gran Els Pinets (servei de residència assistida),"Av. Catalunya, 36","Chacón 2008, SL",2 mesosinfo,42,13,55
9937,Residència assistida per a gent gran - temporal o permanent,Residència Agustí de Santacruz (servei de residència assistida),"C. Pont de Terme, 5",Fundació Privada Agustí de Santacruz de Sant Feliu de Codines,,,34,
9938,Residència assistida per a gent gran - temporal o permanent,Residencia Santa Teresa (servei de residència assistida),"C. Armenteres, 37-39",Hermanas Misioneras del Evangelio de Sant Feliu de Llobregat,,,26,
9940,Residència assistida per a gent gran - temporal o permanent,Residència per a Gent Gran Can Falguera,"C. Jaume Ribes, 26-28",Generalitat de Catalunya,1 any i 10 mesosinfo,81,,
9941,Residència assistida per a gent gran - temporal o permanent,Residència El Palauet de Sant Feliu,"C. Laureà Miró, 309","Vima Residencial, SL",2 anys i 4 mesosinfo,32,31,63
9942,Residència assistida per a gent gran - temporal o permanent,Residència Municipal d'avis de Sant Fruitós de Bages el Lledoner,"C. Jacint Verdaguer, 1",Ajuntament de Sant Fruitós de Bages,4 anysinfo,17,54,71
9943,Residència assistida per a gent gran - temporal o permanent,Hospital de Sant Pere,"Av. Santa Maria, 18-20",Patronat Hospital de Sant Pere de Vilassar de Dalt,2 anys i 5 mesosinfo,25,40,65
9944,Residència assistida per a gent gran - temporal o permanent,Residència d'avis Fundació Gallifa (servei de residència assistida),"C. de la Vinya, 5",Ajuntament de Sant Hipòlit de Voltregà,3 anys i 3 mesosinfo,18,24,42
9945,Residència assistida per a gent gran - temporal o permanent,Residencia de ancianos San Rafael,"Psg. Canal, 1, loc","Alvis Ortega, SL",,,19,
9946,Residència assistida per a gent gran - temporal o permanent,Residència Sophos Sant Joan Despí,"C. Maria Tarrida, 1","Sophos Gestió, SL",2 anys i 9 mesosinfo,65,52,117
9947,Residència assistida per a gent gran - temporal o permanent,Residència d'Avis l'Atzavara (servei de residència assistida),"Psg. Gallifa, s/n",Patronat Municipal Assistencial de Sant Joan de Vilatorrada,1 any i 5 mesosinfo,43,9,52
9948,Residència assistida per a gent gran - temporal o permanent,Residència Vida als anys,"C. Sant Pau, 17",Vlad Alexandru Tipau,,,17,
9949,Residència assistida per a gent gran - temporal o permanent,Llar-Residencial per l'Avi II,"C. Sant Pau, 12",Bofill Moral SL,11 mesosinfo,8,13,21
9950,Residència assistida per a gent gran - temporal o permanent,Residència Vida per l'Avi,"C. Colón, 11","Vida per l'Avi, SL",1 any i 2 mesosinfo,8,17,25
